STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/22/2003,,,0.01,,,32,39,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/23/2003,,,0,,,16,28,4,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/24/2003,,,0,,,13,27,-1,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/25/2003,,,0,,,20,36,4,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/26/2003,,,0,,,22,36,7,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/27/2003,,,0,,,28,38,18,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",2/28/2003,,,0,,,26,37,15,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/1/2003,,,0,,,28,38,17,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/2/2003,,,0,,,25,36,13,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/3/2003,,,0.02,,,34,41,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/4/2003,,,0.04,,,27,32,21,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/5/2003,,,0,,,25,37,13,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/6/2003,,,0,,,38,46,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/7/2003,,,0,,,39,46,31,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/8/2003,,,0,,,43,52,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/9/2003,,,0,,,41,51,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/10/2003,,,0,,,44,52,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/11/2003,,,0,,,45,56,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/12/2003,,,0,,,48,59,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/13/2003,,,0,,,49,68,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/14/2003,,,0.23,,,49,59,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/15/2003,,,0.13,,,44,59,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/16/2003,,,0.07,,,38,47,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/17/2003,,,0,,,37,45,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/18/2003,,,0,,,38,44,31,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/19/2003,,,0,,,39,52,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/20/2003,,,0,,,39,52,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/21/2003,,,0,,,40,51,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/22/2003,,,0,,,46,56,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/23/2003,,,0,,,41,50,31,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/24/2003,,,0,,,35,46,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/25/2003,,,0,,,42,51,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/26/2003,,,0.18,,,35,43,26,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/27/2003,,,0,,,31,40,22,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/28/2003,,,0,,,34,45,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/29/2003,,,0,,,36,50,22,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/30/2003,,,0,,,46,60,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",3/31/2003,,,0,,,52,69,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/1/2003,,,0.05,,,49,57,40,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/2/2003,,,0,,,36,42,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/3/2003,,,0,,,33,39,26,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/4/2003,,,0,,,31,42,20,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/5/2003,,,0,,,32,46,18,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/6/2003,,,0.02,,,34,41,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/7/2003,,,0,,,36,45,26,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/8/2003,,,0,,,40,58,21,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/9/2003,,,0,,,46,68,24,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/10/2003,,,0,,,53,74,31,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/11/2003,,,0,,,52,72,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/12/2003,,,0,,,55,73,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/13/2003,,,0,,,57,69,45,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/14/2003,,,0.05,,,43,50,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/15/2003,,,0.31,,,37,42,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/16/2003,,,0,,,42,54,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/17/2003,,,0.06,,,45,55,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/18/2003,,,0.01,,,40,47,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/19/2003,,,0,,,42,57,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/20/2003,,,0,,,45,62,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/21/2003,,,0,,,50,67,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/22/2003,,,0.22,,,49,59,38,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/23/2003,,,0.01,,,45,47,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/24/2003,,,0,,,53,63,42,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/25/2003,,,0.18,,,45,53,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/26/2003,,,0.43,,,39,46,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/27/2003,,,0,,,40,52,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/28/2003,,,0.1,,,43,54,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/29/2003,,,0.4,,,44,53,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",4/30/2003,,,0,,,44,52,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/1/2003,,,0,,,44,51,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/2/2003,,,0,,,44,58,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/3/2003,,,0.3,,,46,50,42,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/4/2003,,,0.13,,,44,55,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/5/2003,,,0.05,,,40,48,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/6/2003,,,0.03,,,41,52,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/7/2003,,,0,,,45,57,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/8/2003,,,0,,,48,59,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/9/2003,,,0,,,47,54,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/10/2003,,,0,,,46,58,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/11/2003,,,0.14,,,45,56,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/12/2003,,,0,,,0,,,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/13/2003,,,0,,,0,,,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/14/2003,,,0,,,53,73,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/15/2003,,,0.02,,,58,73,42,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/16/2003,,,0,,,53,62,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/17/2003,,,0,,,50,62,37,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/18/2003,,,0,,,40,50,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/19/2003,,,0,,,39,55,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/20/2003,,,0,,,46,65,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/21/2003,,,0,,,57,74,40,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/22/2003,,,0,,,60,77,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/23/2003,,,0,,,64,84,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/24/2003,,,0,,,67,87,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/25/2003,,,0,,,69,87,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/26/2003,,,0,,,66,80,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/27/2003,,,0,,,64,82,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/28/2003,,,0,,,69,92,45,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/29/2003,,,0.3,,,72,89,54,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",5/30/2003,,,0,,,73,88,58,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/1/2003,,,0,,,65,78,52,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/2/2003,,,0,,,61,76,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/3/2003,,,0,,,55,71,38,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/4/2003,,,0,,,57,71,42,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/5/2003,,,0,,,57,73,41,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/6/2003,,,0,,,60,71,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/7/2003,,,0,,,56,71,40,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/8/2003,,,0,,,60,80,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/9/2003,,,0,,,65,81,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/10/2003,,,0,,,65,80,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/11/2003,,,0,,,61,77,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/12/2003,,,0,,,60,77,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/13/2003,,,0.05,,,60,76,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/14/2003,,,0,,,63,82,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/15/2003,,,0,,,67,85,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/16/2003,,,0,,,68,85,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/17/2003,,,0,,,71,86,55,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/18/2003,,,0,,,69,87,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/19/2003,,,0,,,70,87,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/20/2003,,,0,,,62,70,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/21/2003,,,0,,,56,64,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/22/2003,,,0,,,53,63,42,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/23/2003,,,0.05,,,48,63,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/24/2003,,,0.11,,,56,65,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/25/2003,,,0,,,52,65,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/26/2003,,,0,,,57,74,40,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/27/2003,,,0,,,62,80,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/28/2003,,,0,,,66,81,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",6/29/2003,,,0,,,68,86,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/1/2003,,,0,,,68,86,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/2/2003,,,0,,,65,83,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/3/2003,,,0,,,64,83,45,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/4/2003,,,0,,,64,83,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/5/2003,,,0,,,66,84,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/6/2003,,,0,,,65,84,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/7/2003,,,0,,,67,87,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/8/2003,,,0,,,64,77,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/9/2003,,,0,,,65,85,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/10/2003,,,0,,,70,92,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/11/2003,,,0,,,71,92,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/12/2003,,,0,,,74,95,52,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/13/2003,,,0,,,69,87,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/14/2003,,,0,,,67,86,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/15/2003,,,0,,,70,91,49,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/16/2003,,,0,,,72,92,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/17/2003,,,0,,,78,96,59,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/18/2003,,,0,,,77,96,58,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/19/2003,,,0,,,76,95,56,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/20/2003,,,0,,,77,96,58,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/21/2003,,,0,,,76,95,57,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/22/2003,,,0,,,76,96,55,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/23/2003,,,0,,,77,98,55,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/24/2003,,,0,,,77,95,59,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/25/2003,,,0,,,78,89,66,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/26/2003,,,0,,,73,84,61,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/27/2003,,,0,,,71,86,56,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/28/2003,,,0,,,70,90,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/29/2003,,,0,,,74,94,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/30/2003,,,0,,,72,94,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",7/31/2003,,,0,,,75,98,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/1/2003,,,0,,,73,92,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/2/2003,,,0,,,75,96,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/3/2003,,,0,,,71,82,60,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/4/2003,,,0,,,71,82,59,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/5/2003,,,0,,,68,88,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/6/2003,,,0,,,73,91,54,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/7/2003,,,0,,,73,92,53,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/8/2003,,,0,,,71,93,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/9/2003,,,0,,,73,94,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/10/2003,,,0,,,76,97,54,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/11/2003,,,0,,,80,98,61,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/12/2003,,,0,,,76,91,60,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/13/2003,,,0,,,77,96,58,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/14/2003,,,0,,,76,99,52,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/15/2003,,,0,,,80,97,62,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/16/2003,,,0,,,71,86,55,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/17/2003,,,0,,,60,72,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/18/2003,,,0,,,62,81,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/19/2003,,,0,,,67,88,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/20/2003,,,0,,,71,91,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/21/2003,,,0,,,70,86,54,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/22/2003,,,0.11,,,72,83,60,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/23/2003,,,0,,,67,82,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/24/2003,,,0,,,69,88,50,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/25/2003,,,0,,,67,87,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/26/2003,,,0,,,68,91,45,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/27/2003,,,0,,,70,80,59,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/28/2003,,,0,,,67,86,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/29/2003,,,0.07,,,57,62,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/30/2003,,,0.01,,,63,74,51,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",8/31/2003,,,0,,,62,80,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/1/2003,,,0,,,64,84,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/2/2003,,,0,,,65,83,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/3/2003,,,0,,,66,85,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/4/2003,,,0,,,68,88,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/5/2003,,,0.02,,,63,71,55,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/6/2003,,,0.01,,,65,76,54,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/7/2003,,,0,,,64,80,47,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/8/2003,,,0.17,,,56,65,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/9/2003,,,0.17,,,51,66,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/10/2003,,,0.18,,,49,53,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/11/2003,,,0,,,55,66,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/12/2003,,,0,,,53,67,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/13/2003,,,0,,,46,61,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/14/2003,,,0,,,50,69,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/15/2003,,,0,,,54,74,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/16/2003,,,0,,,56,69,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/17/2003,,,0,,,44,54,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/18/2003,,,0,,,42,58,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/19/2003,,,0,,,47,66,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/20/2003,,,0,,,51,69,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/21/2003,,,0,,,52,71,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/22/2003,,,0,,,54,74,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/23/2003,,,0,,,57,79,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/24/2003,,,0,,,56,77,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/25/2003,,,0,,,57,78,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/26/2003,,,0,,,59,78,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/27/2003,,,0,,,57,78,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/28/2003,,,0,,,62,80,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/29/2003,,,0,,,62,78,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",9/30/2003,,,0,,,60,77,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/1/2003,,,0,,,60,80,40,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/2/2003,,,0.01,,,60,74,46,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/3/2003,,,0,,,57,75,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/4/2003,,,0,,,55,74,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/5/2003,,,0,,,55,75,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/6/2003,,,0,,,57,75,38,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/7/2003,,,0,,,57,75,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/8/2003,,,0,,,59,73,44,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/9/2003,,,0,,,60,72,48,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/10/2003,,,0.07,,,41,50,32,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/11/2003,,,0,,,39,54,24,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/12/2003,,,0,,,50,60,39,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/13/2003,,,0,,,43,54,31,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/14/2003,,,0,,,45,62,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/15/2003,,,0,,,43,55,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/16/2003,,,0,,,53,63,43,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/17/2003,,,0,,,53,73,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/18/2003,,,0,,,55,74,35,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/19/2003,,,0,,,55,73,36,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/20/2003,,,0,,,56,77,34,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/21/2003,,,0,,,56,75,37,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/22/2003,,,0,,,55,77,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/23/2003,,,0,,,50,66,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/24/2003,,,0,,,37,51,22,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/25/2003,,,0,,,34,51,16,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/26/2003,,,0,,,40,56,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/27/2003,,,0,,,43,56,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/28/2003,,,0,,,52,66,37,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/29/2003,,,0.33,,,43,58,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/30/2003,,,0,,,24,28,20,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",10/31/2003,,,0,,,21,32,10,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/1/2003,,,0,,,21,33,8,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/2/2003,,,0,,,23,37,8,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/3/2003,,,0,,,29,35,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/4/2003,,,0.02,,,19,28,10,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/5/2003,,,0,,,14,27,1,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/6/2003,,,0,,,19,34,4,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/7/2003,,,0,,,21,37,5,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/8/2003,,,0,,,30,44,16,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/9/2003,,,0.13,,,32,39,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/10/2003,,,0.02,,,38,43,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/11/2003,,,0,,,38,49,27,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/12/2003,,,0,,,31,43,18,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/13/2003,,,0.2,,,28,35,20,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/14/2003,,,0.07,,,27,32,22,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/15/2003,,,0.01,,,30,37,23,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/16/2003,,,0.02,,,33,38,28,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/17/2003,,,0,,,36,42,30,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/18/2003,,,0,,,37,44,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/19/2003,,,0,,,42,54,29,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/20/2003,,,0,,,34,50,18,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/21/2003,,,0.07,,,27,33,20,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/22/2003,,,0,,,13,23,2,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/23/2003,,,0,,,14,26,2,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/24/2003,,,0,,,22,31,13,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/25/2003,,,0,,,19,27,10,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/26/2003,,,0,,,24,29,19,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/27/2003,,,0,,,24,30,17,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/28/2003,,,0,,,25,34,16,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/29/2003,,,0.01,,,28,37,18,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",11/30/2003,,,0.09,,,36,39,33,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",12/1/2003,,,0,,,37,48,25,
USW00094194,"REXBURG MADISON CO AIRPORT, ID US",12/2/2003,,,0,,,32,41,23,
